"ccpageid";"name";"party";"category";"country"
"12362388";"The Malta Independent";"";"Media";"Malta"
"12362477";"Times of Malta";"";"Media";"Malta"
"12362572";"Newsbook";"";"Media";"Malta"
"12362540";"TVM";"";"Media";"Malta"
"12362576";"Malta Daily";"";"Media";"Malta"
"12362371";"Malta Women's Lobby";"";"Societal";"Malta"
"12362392";"Repubblika";"";"Societal";"Malta"
"12362565";"Net News";"";"Media";"Malta"
"12362435";"Malta Today";"";"Media";"Malta"
"12362546";"TVAM";"";"Media";"Malta"
"12362365";"Aditus Foundation";"";"Societal";"Malta"
"12362350";"Caritas Malta";"";"Societal";"Malta"
"12362652";"Deo Debattista";"Partit Laburista";"Political";"Malta"
"12362482";"Alfred Sant";"Partit Laburista";"Political";"Malta"
"12362409";"MGRM - Malta LGBTIQ Rights Movement";"";"Societal";"Malta"
"12362352";"Malta Chamber of Commerce, Enterprise and Industry";"";"Media";"Malta"
"12362543";"Illum";"";"Media";"Malta"
"12362613";"Graziella Attard Previ";"Partit Nazzjonalista";"Political";"Malta"
"12362600";"Julie Zahra";"Partit Nazzjonalista";"Political";"Malta"
"12362432";"The President’s Foundation for the Wellbeing of Society";"";"Societal";"Malta"
"12362382";"Malta Society for the Protection and Care of Animals";"";"Societal";"Malta"
"12362393";"Occupy Justice";"";"Societal";"Malta"
"12362445";"Richmond Foundation";"";"Societal";"Malta"
"12362479";"Manuel Delia";"";"Societal";"Malta"
"12362672";"George Vella";"";"Political";"Malta"
"12362621";"Rebekah Borg";"Partit Nazzjonalista";"Political";"Malta"
"12362658";"Stefan Zrinzo Azzopardi";"Partit Laburista";"Political";"Malta"
"12362548";"89.7 Bay";"";"Media";"Malta"
"12362677";"Alexia DeBono";"Volt";"Political";"Malta"
"12362584";"Josianne CUTAJAR";"Partit Laburista";"Political";"Malta"
"12362530";"Għaqda Bdiewa Attivi";"";"Societal";"Malta"
"12362434";"Lovin Malta";"";"Media";"Malta"
"12362562";"Gwida";"";"Media";"Malta"
"12362538";"Cross Culture International Foundation (CCIF Malta)";"";"Societal";"Malta"
"12362577";"Gadgets";"";"Media";"Malta"
"12362441";"Allied Rainbow Communities";"";"Societal";"Malta"
"12362547";"Calypso Radio";"";"Media";"Malta"
"12362353";"The Daphne Caruana Galizia Foundation";"";"Societal";"Malta"
"12362654";"Silvio Schembri";"Partit Laburista";"Political";"Malta"
"12362372";"Women's Rights Foundation";"";"Societal";"Malta"
"12362574";"The Shift News";"";"Media";"Malta"
"12362535";"Malta Police Force";"";"Societal";"Malta"
"12362635";"Ryan Callus";"Partit Nazzjonalista";"Political";"Malta"
"12362545";"One News";"";"Media";"Malta"
"12362583";"David CASA";"Partit Nazzjonalista";"Political";"Malta"
"12362351";"Fondazzjoni Sebħ";"";"Societal";"Malta"
"12362493";"SOS Malta";"";"Societal";"Malta"
"12362419";"Malta Football Association";"";"Societal";"Malta"
"12362669";"Bernard Grech";"Partit Nazzjonalista; Partit Nazzjonalista";"Political";"Malta"
"12362673";"Partit Nazzjonalista";"";"Political";"Malta"
"12362590";"Anton Refalo";"Partit Laburista";"Political";"Malta"
"12362592";"Robert Abela";"Partit Laburista; Partit Laburista";"Political";"Malta"
"12362581";"Alex AGIUS SALIBA";"Partit Laburista";"Political";"Malta"
"12362642";"AD+PD";"";"Political";"Malta"
"12362632";"Eve Borg Bonello";"Partit Nazzjonalista";"Political";"Malta"
"12362358";"BirdLife Malta";"";"Societal";"Malta"
"12362619";"Bernice Bonello";"Partit Nazzjonalista";"Political";"Malta"
"12362640";"Volt Malta";"";"Political";"Malta"
"12362628";"MALCOLM PAUL AGIUS GALEA";"Partit Laburista";"Political";"Malta"
"12362651";"Katya De Giovanni";"Partit Laburista";"Political";"Malta"
"12362664";"Mario de Marco";"Partit Nazzjonalista";"Political";"Malta"
"12362516";"Malta Animal Rights Group";"";"Societal";"Malta"
"12362513";"Salesians of Don Bosco Malta";"";"Societal";"Malta"
"12362437";"Moviment Graffitti";"";"Societal";"Malta"
"12362585";"Roberta METSOLA";"Partit Nazzjonalista";"Political";"Malta"
"12362612";"Karol Aquilina";"Partit Nazzjonalista";"Political";"Malta"
"12362678";"Il-Gvern ta' Malta";"";"Political";"Malta"
"12362582";"Cyrus ENGERER";"Partit Laburista";"Political";"Malta"
"12362552";"Radju Marija Malta";"";"Media";"Malta"
"12362560";"Vibe FM";"";"Media";"Malta"
"12362588";"Ian Borg";"Partit Laburista";"Political";"Malta"
"12362667";"Graziella Galea";"Partit Nazzjonalista";"Political";"Malta"
"12362620";"Alex Borg";"Partit Nazzjonalista";"Political";"Malta"
"12362666";"Beppe Fenech Adami";"Partit Nazzjonalista";"Political";"Malta"
"12362665";"Adrian Delia";"Partit Nazzjonalista";"Political";"Malta"
"12362626";"Rebecca Buttigieg";"Partit Laburista";"Political";"Malta"
"12362595";"Clyde Caruana";"Partit Laburista";"Political";"Malta"
"12362520";"Malta Gaming Authority (MGA)";"";"Societal";"Malta"
"12362634";"Claudette Buttigieg";"Partit Nazzjonalista";"Political";"Malta"
"12362676";"Roderick Galdes";"";"Political";"Malta"
"12362563";"L-Orizzont";"";"Media";"Malta"
"12362555";"F Living Channel";"";"Media";"Malta"
"12362376";"Malta Enterprise";"";"Societal";"Malta"
"12362424";"Aquatic Sports Association of Malta";"";"Societal";"Malta"
"12362415";"Active Ageing and Community Care";"";"Societal";"Malta"
"12362374";"Università ta' Malta";"";"Societal";"Malta"
"12362655";"Amanda Spiteri Grech";"Partit Laburista";"Political";"Malta"
"12362348";"Badminton Malta";"";"Societal";"Malta"
"12362544";"Kullħadd";"";"Media";"Malta"
"12362375";"Malta College of Arts, Science and Technology (MCAST)";"";"Societal";"Malta"
"12362663";"Robert Cutajar";"Partit Nazzjonalista";"Political";"Malta"
"12362643";"Carmelo Abela";"Partit Laburista";"Political";"Malta"
"12362629";"GLENN BEDINGFIELD";"Partit Laburista";"Political";"Malta"
"12362591";"David Agius";"Partit Nazzjonalista; Partit Nazzjonalista";"Political";"Malta"
"12362605";"Julia Farrugia Portelli";"Partit Laburista";"Political";"Malta"
"12362622";"Chris Bonett";"Partit Laburista";"Political";"Malta"
"12362481";"Norman Vella";"";"Societal";"Malta"
"12362657";"Romilda Zarb";"Partit Laburista";"Political";"Malta"
"12362469";"Foundation for Social Welfare Services";"";"Societal";"Malta"
"12362519";"Malta Rabbit Club";"";"Societal";"Malta"
"12362570";"Think";"";"Media";"Malta"
"12362499";"Malta Crafts Council";"";"Societal";"Malta"
"12362440";"Malta Council for Science and Technology (MCST)";"";"Societal";"Malta"
"12362366";"Jesuit Refugee Service Malta";"";"Societal";"Malta"
"12362497";"Malta Association of Physiotherapists";"";"Societal";"Malta"
"12362495";"The National Council of Women of Malta";"";"Societal";"Malta"
"12362364";"Malta Business Bureau";"";"Societal";"Malta"
"12362508";"Malta Tennis Federation";"";"Societal";"Malta"
"12362579";"Niskata";"";"Media";"Malta"
"12362379";"Federation for Hunting & Conservation - Malta";"";"Societal";"Malta"
"12362587";"Stanley Zammit";"Partit Nazzjonalista";"Political";"Malta"
"12362532";"Federazzjoni Kaccaturi Nassaba Konservazzjonisti";"";"Societal";"Malta"
"12362639";"Partit ABBA";"";"Political";"Malta"
"12362625";"Keith Azzopardi Tanti";"Partit Laburista";"Political";"Malta"
"12362463";"Malta Philharmonic Orchestra";"";"Societal";"Malta"
"12362615";"Ivan Bartolo";"Partit Nazzjonalista";"Political";"Malta"
"12362490";"Malta Institute of Management";"";"Societal";"Malta"
"12362395";"Malta Hotels and Restaurants Association (MHRA)";"";"Societal";"Malta"
"12362623";"Andy Ellul";"Partit Laburista";"Political";"Malta"
"12362427";"The Scout Association of Malta";"";"Societal";"Malta"
"12362394";"Malta Chamber of SMEs";"";"Societal";"Malta"
"12362467";"Malta Red Cross";"";"Societal";"Malta"
"12362462";"Inizjamed";"";"Societal";"Malta"
"12362369";"Malta Climbing Club";"";"Societal";"Malta"
"12362354";"Malta Union of Teachers";"";"Societal";"Malta"
"12362604";"Omar Farrugia";"Partit Laburista";"Political";"Malta"
"12362644";"Ray Abela";"Partit Laburista";"Political";"Malta"
"12362542";"Radju Malta 3";"";"Media";"Malta"
"12362357";"Malta Association of Social Workers";"";"Societal";"Malta"
"12362541";"Magic Malta";"";"Media";"Malta"
"12362529";"Malta Developers Association";"";"Societal";"Malta"
"12362554";"NET Television";"";"Media";"Malta"
"12362381";"Inspire Foundation Malta";"";"Societal";"Malta"
"12362448";"Friends of the Earth Malta";"";"Societal";"Malta"
"12362603";"Michael Farrugia";"Partit Laburista";"Political";"Malta"
"12362505";"Malta Olympic Committee";"";"Societal";"Malta"
"12362656";"Edward Zammit Lewis";"Partit Laburista";"Political";"Malta"
"12362653";"Aaron Farrugia";"Partit Laburista";"Political";"Malta"
"12362660";"Jerome Caruana Cilia";"Partit Nazzjonalista";"Political";"Malta"
"12362650";"Randolph De Battista";"Partit Laburista";"Political";"Malta"
"12362602";"Jo Etienne Abela";"Partit Laburista";"Political";"Malta"
"12362627";"Alicia Bugeja Said";"Partit Laburista";"Political";"Malta"
"12362649";"Byron Camilleri";"Partit Laburista";"Political";"Malta"
"12362597";"Miriam Dalli";"Partit Laburista";"Political";"Malta"
"12362617";"Graham Bencini";"Partit Nazzjonalista";"Political";"Malta"
"12362671";"Chris Said";"Partit Nazzjonalista";"Political";"Malta"
"12362601";"Owen Bonnici";"Partit Laburista";"Political";"Malta"
"12362624";"Alison Zerafa Civelli";"Partit Laburista";"Political";"Malta"
"12362589";"Michael Falzon";"Partit Laburista";"Political";"Malta"
"12362646";"Clayton Bartolo";"Partit Laburista";"Political";"Malta"
"12362553";"WhosWho.mt";"";"Media";"Malta"
"12362537";"Mediterranean Academy of Diplomatic Studies";"";"Societal";"Malta"
"12362648";"Abigail Camilleri";"Partit Laburista";"Political";"Malta"
"12362489";"Chamber of Engineers, Malta";"";"Societal";"Malta"
"12362558";"ONE Radio";"";"Media";"Malta"
"12362539";"Vincent Attard";"";"Societal";"Malta"
"12362507";"Malta Judo Federation";"";"Societal";"Malta"
"12362637";"Mark Anthony Sammut";"Partit Nazzjonalista";"Political";"Malta"
"12362670";"Carmelo Mifsud Bonnici";"Partit Nazzjonalista";"Political";"Malta"
"12362430";"Gozo Business Chamber";"";"Societal";"Malta"
"12362485";"General Workers' Union";"";"Societal";"Malta"
"12362573";"Malta Winds";"";"Media";"Malta"
"12362398";"Kopin";"";"Societal";"Malta"
"12362431";"Ahmadiyya Muslim Jamaat Malta";"";"Societal";"Malta"
"12362528";"Central Bank of Malta";"";"Political";"Malta"
"12362416";"Malta Consumer and Competition Division";"";"Societal";"Malta"
"12362402";"FinanceMalta";"";"Societal";"Malta"
"12362346";"Malta Association of Public Health Medicine (MAPHM)";"";"Societal";"Malta"
"12362444";"Malta Humanist Association";"";"Societal";"Malta"
"12362397";"Malta Society of Arts";"";"Societal";"Malta"
"12362356";"Malta Institute of Accountants";"";"Societal";"Malta"
"12362564";"The Malta Business Weekly";"";"Media";"Malta"
"12362341";"Malta International Arts Festival";"";"Societal";"Malta"
"12362466";"Foundation for Information Technology Accessibility (FITA)";"";"Societal";"Malta"
"12362503";"Malta Transport Authority (Transport Malta)";"";"Societal";"Malta"
"12362566";"Money";"";"Media";"Malta"
"12362408";"The Malta Chamber of Scientists";"";"Societal";"Malta"
"12362362";"Institute of Financial Services Practitioners";"";"Societal";"Malta"
"12362344";"Malta Employers' Association (MEA)";"";"Societal";"Malta"
"12362361";"Malta Association of Credit Management";"";"Societal";"Malta"
"12362428";"St Jeanne Antide Foundation";"";"Societal";"Malta"
"12362436";"Andrew Azzopardi";"";"Societal";"Malta"
"12362593";"Sandra Gauci";"AD+PD";"Political";"Malta"
"12362368";"Malta Youth in Agriculture Foundation";"";"Societal";"Malta"
"12362458";"Malta Association of Professional Conservators and Restorers";"";"Societal";"Malta"
"12362501";"Gabriel Caruana Foundation";"";"Societal";"Malta"
"12362471";"Migrant Women Association Malta";"";"Societal";"Malta"
"12362496";"Malta Health Network";"";"Societal";"Malta"
"12362413";"Alliance Française de Malte Méditerranée";"";"Societal";"Malta"
"12362421";"Malta Association of Occupational Therapists";"";"Societal";"Malta"
"12362571";"Sunday Circle";"";"Media";"Malta"
"12362355";"Union of United Workers";"";"Societal";"Malta"
"12362450";"Malta Association for the Counselling Profession";"";"Societal";"Malta"
"12364792";"Disasters Emergency Committee Cymru";"";"Societal";"Wales"
"12365293";"Graduate Institute of International and Development Studies";"";"Societal";"Schweiz"
"12364871";"Royal United Services Institute for Defence and Security Studies (RUSI)";"";"Societal";"Wales"
"12365481";"FDP Die Liberalen (FDP)";"";"Political";"Schweiz"
"12365169";"Roger Köppel";"";"Societal";"Schweiz"
"12365576";"Grüne";"";"Political";"Schweiz"
"12365310";"swissinfo Online";"";"Media";"Schweiz"
"12365362";"Canal Alpha";"";"Media";"Schweiz"
"12365209";"Save the Children Schweiz";"";"Societal";"Schweiz"
"12364969";"Newyddion S4C";"";"Media";"Wales"
"12365368";"NZZ am Sonntag";"";"Media";"Schweiz"
"12365319";"Le Temps Online";"";"Media";"Schweiz"
"12365332";"20 Minuten Online";"";"Media";"Schweiz"
"12364845";"National Farmers' Union Cymru";"";"Societal";"Wales"
"12365201";"Schweizerisches Rotes Kreuz";"";"Societal";"Schweiz"
"12365340";"Corriere del Ticino";"";"Media";"Schweiz"
"12365313";"Watson Online";"";"Media";"Schweiz"
"12365361";"Annabelle";"";"Media";"Schweiz"
"12365387";"swissinfo.ch auf Deutsch";"";"Media";"Schweiz"
"12365367";"TeleBielingue";"";"Media";"Schweiz"
"12365429";"Claudia Friedl";"Sozialdemokratische Partei";"Political";"Schweiz"
"12365202";"Caritas Schweiz";"";"Societal";"Schweiz"
"12365380";"Work";"";"Media";"Schweiz"
"12364729";"BAWSO";"";"Societal";"Wales"
"12365388";"swissinfo.ch en français";"";"Media";"Schweiz"
"12365337";"La Liberté Online";"";"Media";"Schweiz"
"12365369";"Der Bund";"";"Media";"Schweiz"
"12365358";"Le Matin Dimanche";"";"Media";"Schweiz"
"12365328";"Tages-Anzeiger";"";"Media";"Schweiz"
"12365289";"Universität St. Gallen";"";"Societal";"Schweiz"
"12365261";"CSS - Center for Security Studies ved ETH Zürich";"";"Societal";"Schweiz"
"12364862";"Race Council Cymru";"";"Societal";"Wales"
"12365034";"Mark Isherwood";"Welsh Conservative Party";"Political";"Wales"
"12365110";"Swissmem";"";"Societal";"Schweiz"
"12365383";"SonntagsZeitung Online";"";"Media";"Schweiz"
"12365342";"Tele Südostschweiz";"";"Media";"Schweiz"
"12365320";"24 heures Online";"";"Media";"Schweiz"
"12365341";"The Local Switzerland";"";"Media";"Schweiz"
"12365311";"SonntagsBlick";"";"Media";"Schweiz"
"12365350";"Telebasel";"";"Media";"Schweiz"
"12365195";"Solidar Suisse";"";"Societal";"Schweiz"
"12364953";"BBC Wales";"";"Media";"Wales"
"12365218";"Amnesty International Schweiz";"";"Societal";"Schweiz"
"12364958";"ITV Wales";"";"Media";"Wales"
"12365316";"Neue Zürcher Zeitung";"";"Media";"Schweiz"
"12364992";"The Leader";"";"Media";"Wales"
"12365197";"HEKS - Hilfswerk der Evangelisch-reformierten Kirche Schweiz";"";"Societal";"Schweiz"
"12365203";"Médecins Sans Frontières Suisse";"";"Societal";"Schweiz"
"12364957";"North Wales Live";"";"Media";"Wales"
"12365096";"Susy Utzinger Stiftung für Tierschutz";"";"Societal";"Schweiz"
"12364968";"BBC Radio Cymru";"";"Media";"Wales"
"12365105";"Schweizer Bauernverband (SBV)";"";"Societal";"Schweiz"
"12365198";"Medair";"";"Societal";"Schweiz"
"12365221";"Pro Juventute";"";"Societal";"Schweiz"
"12365247";"Schweizerische Friedensbewegung";"";"Societal";"Schweiz"
"12365238";"Schweizer Tafel";"";"Societal";"Schweiz"
"12365018";"Jane Dodds";"Welsh Liberal Democrats; Welsh Liberal Democrats";"Political";"Wales"
"12365185";"Pro Natura";"";"Societal";"Schweiz"
"12365318";"Tribune de Genève";"";"Media";"Schweiz"
"12365130";"Public Eye";"";"Societal";"Schweiz"
"12365082";"OceanCare";"";"Societal";"Schweiz"
"12365026";"Tom Giffard";"Welsh Conservative Party";"Political";"Wales"
"12365262";"Swisspeace";"";"Societal";"Schweiz"
"12365235";"SOS Kinderdorf Schweiz";"";"Societal";"Schweiz"
"12365052";"Welsh Liberal Democrats";"";"Political";"Wales"
"12365265";"Geneva Academy of International Humanitarian Law and Human Rights";"";"Societal";"Schweiz"
"12365276";"Swiss Handball Federation (SHV)";"";"Societal";"Schweiz"
"12364977";"Golwg";"";"Media";"Wales"
"12365571";"Pascal Schmid";"Schweizerische Volkspartei";"Political";"Schweiz"
"12364873";"RSPCA Cymru";"";"Societal";"Wales"
"12365211";"Glückskette";"";"Societal";"Schweiz"
"12365194";"Swissaid";"";"Societal";"Schweiz"
"12365344";"Republik";"";"Media";"Schweiz"
"12365312";"RTS Info Online";"";"Media";"Schweiz"
"12365366";"Bilanz";"";"Media";"Schweiz"
"12365472";"Carlo Sommerauga";"Sozialdemokratische Partei";"Political";"Schweiz"
"12365174";"Barbara Lüthi";"";"Societal";"Schweiz"
"12365062";"Workers Party of Britain";"";"Political";"Wales"
"12365263";"Geneva International Centre for Humanitarian Demining";"";"Societal";"Schweiz"
"12364982";"The National Wales";"";"Media";"Wales"
"12365359";"St. Galler Tagblatt";"";"Media";"Schweiz"
"12365446";"Die Mitte";"";"Political";"Schweiz"
"12364955";"BBC News Wales";"";"Media";"Wales"
"12365315";"Le Matin";"";"Media";"Schweiz"
"12365338";"Luzerner Zeitung Online";"";"Media";"Schweiz"
"12364961";"Nation.Cymru";"";"Media";"Wales"
"12365352";"Weltwoche";"";"Media";"Schweiz"
"12365298";"Pro Infirmis";"";"Societal";"Schweiz"
"12365479";"Schweizerische Volkspartei (SVP)";"";"Political";"Schweiz"
"12365280";"ETH Zürich";"";"Societal";"Schweiz"
"12365578";"Evangelische Volkspartei (EVP)";"";"Political";"Schweiz"
"12365087";"NetAP - Network for Animal Protection";"";"Societal";"Schweiz"
"12365322";"SRF News";"";"Media";"Schweiz"
"12365002";"Mick Antoniw";"Welsh Labour; Welsh Labour";"Political";"Wales"
"12365024";"Russell George";"Welsh Conservative Party";"Political";"Wales"
"12365314";"Radio Rumantsch";"";"Media";"Schweiz"
"12365339";"SRF 2 Kultur";"";"Media";"Schweiz"
"12365543";"Thierry Burkart";"FDP Die Liberalen; FDP Die Liberalen (FDP)";"Political";"Schweiz"
"12365348";"Temps Présent";"";"Media";"Schweiz"
"12365255";"Zentralrat der Muslime in der Schweiz";"";"Societal";"Schweiz"
"12365033";"Huw Irranca-Davies";"Welsh Labour and Co-operative Party";"Political";"Wales"
"12365015";"Andrew RT Davies";"Welsh Conservative Party; Welsh Conservative Party";"Political";"Wales"
"12365412";"Martina Bircher";"Schweizerische Volkspartei";"Political";"Schweiz"
"12365245";"Campax";"";"Societal";"Schweiz"
"12364956";"BBC Cymru Wales";"";"Media";"Wales"
"12365186";"Greenpeace Schweiz";"";"Societal";"Schweiz"
"12365295";"Krebsliga Schweiz";"";"Societal";"Schweiz"
"12365243";"Fondation Suisse de Déminage";"";"Societal";"Schweiz"
"12364994";"Wales Online Politics";"";"Media";"Wales"
"12365386";"tvsvizzera.it";"";"Media";"Schweiz"
"12365500";"Diana Gutjahr";"Schweizerische Volkspartei";"Political";"Schweiz"
"12365187";"Schweizer Vogelschutz SVS/BirdLife Schweiz";"";"Societal";"Schweiz"
"12365214";"Schweizerische Flüchtlingshilfe SFH";"";"Societal";"Schweiz"
"12365433";"Lorenzo Quadri";"Schweizerische Volkspartei";"Political";"Schweiz"
"12365136";"Beobachter";"";"Media";"Schweiz"
"12365372";"Der Landbote";"";"Media";"Schweiz"
"12364976";"BBC Radio Wales";"";"Media";"Wales"
"12364937";"Welsh Ambulance Services NHS Trust";"";"Societal";"Wales"
"12365349";"Infrarouge";"";"Media";"Schweiz"
"12365580";"Lega dei Ticinesi";"";"Political";"Schweiz"
"12365048";"Buffy Willia";"Welsh Labour";"Political";"Wales"
"12365233";"PluSport – Sport Handicap Suisse";"";"Societal";"Schweiz"
"12365453";"Marco Chiesa";"Schweizerische Volkspartei (SVP); Schweizerische Volkspartei";"Political";"Schweiz"
"12365353";"RSI Rete Uno";"";"Media";"Schweiz"
"12365351";"TeleTicino";"";"Media";"Schweiz"
"12365403";"Jean-Luc Addor";"Schweizerische Volkspartei";"Political";"Schweiz"
"12365331";"Mise au Point";"";"Media";"Schweiz"
"12365125";"Schweizerischer Mieterinnen- und Mieterverband";"";"Societal";"Schweiz"
"12365225";"Humanrights.ch";"";"Societal";"Schweiz"
"12365556";"Balthasar Glättli";"Grüne; Grüne";"Political";"Schweiz"
"12364966";"Powys County Times";"";"Media";"Wales"
"12365360";"Das Magazin";"";"Media";"Schweiz"
"12365535";"Christian Wasserfallen";"FDP Die Liberalen";"Political";"Schweiz"
"12365282";"Universität Basel";"";"Societal";"Schweiz"
"12364954";"WalesOnline";"";"Media";"Wales"
"12365384";"SRF";"";"Media";"Schweiz"
"12365000";"Welsh Conservative Party";"";"Political";"Wales"
"12364959";"South Wales Argus";"";"Media";"Wales"
"12365390";"Greta Gysin";"Grüne";"Political";"Schweiz"
"12365199";"International Committee of the Red Cross (ICRC)";"";"Societal";"Schweiz"
"12365508";"Piero Marchesi";"Schweizerische Volkspartei";"Political";"Schweiz"
"12365480";"Sozialdemokratische Partei (SP)";"";"Political";"Schweiz"
"12365451";"Mass-Voll";"";"Political";"Schweiz"
"12365252";"Christkatholische Kirche der Schweiz";"";"Societal";"Schweiz"
"12365090";"Stiftung für das Tier im Recht";"";"Societal";"Schweiz"
"12365281";"Universität Genf";"";"Societal";"Schweiz"
"12365094";"Zürcher Tierschutz";"";"Societal";"Schweiz"
"12364965";"Cambrian News";"";"Media";"Wales"
"12364769";"Community";"";"Societal";"Wales"
"12365253";"Schweizerischer Evangelischer Kirchenbund";"";"Societal";"Schweiz"
"12365040";"Eluned Morgan";"Welsh Labour; Welsh Labour";"Political";"Wales"
"12365327";"RSI News Online";"";"Media";"Schweiz"
"12364853";"PETA UK";"";"Societal";"Wales"
"12365081";"Vier Pfoten Schweiz";"";"Societal";"Schweiz"
"12364963";"Carmarthen Journal";"";"Media";"Wales"
"12365042";"Peredur Owen Griffiths";"Plaid Cymru";"Political";"Wales"
"12364916";"Urdd Gobaith Cymru";"";"Societal";"Wales"
"12365428";"Giorgio Fonio";"Die Mitte";"Political";"Schweiz"
"12365049";"Sioned Willia";"Plaid Cymru";"Political";"Wales"
"12365205";"Helvetas";"";"Societal";"Schweiz"
"12365008";"Mabon ap Gwynfor";"Plaid Cymru";"Political";"Wales"
"12365069";"Welsh Government";"";"Political";"Wales"
"12365044";"Adam Price";"Plaid Cymru";"Political";"Wales"
"12365036";"Delyth Jewell";"Plaid Cymru";"Political";"Wales"
"12364874";"S4C";"";"Media";"Wales"
"12364877";"ScoutsCymru";"";"Societal";"Wales"
"12365068";"Welsh Parliament";"";"Political";"Wales"
"12364996";"Jane Hutt";"Welsh Labour; Welsh Labour";"Political";"Wales"
"12365006";"Llywodraeth Cymru";"";"Political";"Wales"
"12365028";"Lesley Griffiths";"Welsh Labour; Welsh Labour";"Political";"Wales"
"12365088";"Schweizer Tierschutz STS";"";"Societal";"Schweiz"
"12364995";"Wales Updates  (Diweddariadau Cymru)";"";"Media";"Wales"
"12365249";"Operation Libero";"";"Societal";"Schweiz"
"12365171";"Christa Rigozzi";"";"Societal";"Schweiz"
"12364820";"HorseWorld";"";"Societal";"Wales"
"12364768";"Combat Stress Cymru";"";"Societal";"Wales"
"12365434";"Lukas Reimann";"Schweizerische Volkspartei";"Political";"Schweiz"
"12364810";"GMB";"";"Societal";"Wales"
"12364998";"Julie Morgan";"Welsh Labour; Welsh Labour";"Political";"Wales"
"12365570";"Marionna Schlatter";"Grüne";"Political";"Schweiz"
"12365582";"Jungsozialistinnen Schweiz JUSO";"Sozialdemokratische Partei";"Political";"Schweiz"
"12365499";"Lars Guggisberg";"Schweizerische Volkspartei";"Political";"Schweiz"
"12364773";"Compassion in World Farming";"";"Societal";"Wales"
"12365498";"Franz Grüter";"Schweizerische Volkspartei";"Political";"Schweiz"
"12365454";"Cédric Wermuth";"Sozialdemokratische Partei (SP); Sozialdemokratische Partei";"Political";"Schweiz"
"12364964";"GTFM";"";"Media";"Wales"
"12365051";"Plaid Cymru";"";"Political";"Wales"
"12365317";"Energy Zürich";"";"Media";"Schweiz"
"12364986";"Llanelli Star";"";"Media";"Wales"
"12365484";"Alain Berset";"Sozialdemokratische Partei; Sozialdemokratische Partei";"Political";"Schweiz"
"12364830";"Lee Waters";"Welsh Labour; Welsh Labour and Co-operative Party";"Political";"Wales"
"12365135";"Touring Club Schweiz";"";"Societal";"Schweiz"
"12365335";"TeleZ";"";"Media";"Schweiz"
"12365417";"Christian Dandrés";"Sozialdemokratische Partei";"Political";"Schweiz"
"12365486";"Ignazio Cassis";"FDP Die Liberalen";"Political";"Schweiz"
"12364778";"CWU";"";"Societal";"Wales"
"12364829";"Leanne Wood";"";"Societal";"Wales"
"12364804";"Football Association of Wales";"";"Societal";"Wales"
"12365009";"Rhun ap Iorwerth";"Plaid Cymru; Plaid Cymru";"Political";"Wales"
"12365562";"Fabian Molina";"Sozialdemokratische Partei";"Political";"Schweiz"
"12365181";"Schweizerischer Nationalpark";"";"Societal";"Schweiz"
"12365505";"Delphine Klopfenstein Broggini";"Grüne";"Political";"Schweiz"
"12365109";"Economiesuisse";"";"Societal";"Schweiz"
"12364945";"Welsh Refugee Council";"";"Societal";"Wales"
"12365455";"Alexander Eniline";"Partei der Arbeit Schweiz";"Political";"Schweiz"
"12365163";"AGRARINFO";"";"Societal";"Schweiz"
"12365566";"Hans-Peter Portmann";"FDP Die Liberalen";"Political";"Schweiz"
"12365478";"Mathias Zopfi";"Grüne";"Political";"Schweiz"
"12365113";"Schweizerischer Gewerbeverband (SGV)";"";"Societal";"Schweiz"
"12365196";"Fastenaktion";"";"Societal";"Schweiz"
"12365207";"Biovision";"";"Societal";"Schweiz"
"12364807";"FUW (Undeb Amaethwyr Cymru)";"";"Societal";"Wales"
"12365584";"Junge Grüne";"Grüne";"Political";"Schweiz"
"12365405";"Thomas Aeschi";"Schweizerische Volkspartei";"Political";"Schweiz"
"12365053";"Abolish the Welsh Assembly Party";"";"Political";"Wales"
"12365485";"Guy Parmelin";"Schweizerische Volkspartei";"Political";"Schweiz"
"12365270";"Swiss Olympic";"";"Societal";"Schweiz"
"12364861";"Public Health Wales";"";"Societal";"Wales"
"12365067";"David TC Davies";"Welsh Conservative Party";"Political";"Wales"
"12365563";"Yvan Pahud";"Schweizerische Volkspartei";"Political";"Schweiz"
"12365470";"Werner Salzmann";"Schweizerische Volkspartei";"Political";"Schweiz"
"12365101";"Unia";"";"Societal";"Schweiz"
"12365420";"Jacqueline de Quattro";"FDP Die Liberalen";"Political";"Schweiz"
"12365266";"Schweizerischer Turnverband";"";"Societal";"Schweiz"
"12365160";"Schweizerischer Raiffeisenverband";"";"Societal";"Schweiz"
"12365016";"Gareth Davies";"Welsh Conservative Party";"Political";"Wales"
"12365210";"Swiss Solidarity";"";"Societal";"Schweiz"
"12365458";"Petra Gössi";"FDP Die Liberalen";"Political";"Schweiz"
"12365267";"Swiss Athletics";"";"Societal";"Schweiz"
"12364960";"Wrexham.com";"";"Media";"Wales"
"12365050";"Welsh Labour";"";"Political";"Wales"
"12365401";"Aufrecht Schweiz";"";"Political";"Schweiz"
"12365288";"EPFL";"";"Societal";"Schweiz"
"12365056";"UKIP";"";"Political";"Wales"
"12365466";"Damian Müller";"FDP Die Liberalen";"Political";"Schweiz"
