"ccpageid";"name";"party";"category";"country"
"12351918";"Marion Canalès";"Socialiste, Écologiste et Républicain";"Political";"France"
"12351811";"Mme Laurence Cristol";"Renaissance";"Political";"France"
"12351410";"M. José Gonzalez";"Rassemblement National";"Political";"France"
"12351998";"M. Yannick Neuder";"Les Républicains";"Political";"France"
"12352297";"Mme Sylvie Ferrer";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351392";"M. Daniel Grenon";"Rassemblement National";"Political";"France"
"12351383";"Mme Cyrielle Chatelain";"Écologiste-Nupes";"Political";"France"
"12351254";"Mme Béatrice Piron";"Renaissance";"Political";"France"
"13352397";"Les enfants du pays 08";"";"Political";"France"
"12351264";"Bruno Rojouan";"Les Républicains";"Political";"France"
"12352381";"Xavier Iacovelli";"Rassemblement des démocrates, progressistes et indépendants";"Political";"France"
"12351653";"M. Guillaume Gouffier Valente";"Renaissance";"Political";"France"
"12351341";"Christian Klinger";"Les Républicains";"Political";"France"
"12351155";"M. Andy Kerbrat";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12352131";"Maxette PIRBAKAS";"";"Political";"France"
"12351210";"M. Michel Sala";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351367";"Conference des Grandes Ecoles";"";"Societal";"France"
"12351274";"Christophe-André Frassa";"Les Républicains";"Political";"France"
"12351852";"Mme Murielle Lepvraud";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351164";"Mme Annick Cousin";"Rassemblement National";"Political";"France"
"12351192";"Association Culturelle des Tamouls en France";"";"Societal";"France"
"12351347";"CLCV";"";"Societal";"France"
"12351698";"Les Jeunes Insoumis";"La France insoumise";"Political";"France"
"12351244";"Stéphane BIJOUX";"";"Political";"France"
"12351327";"M. Christian Baptiste";"Socialistes et Apparentés";"Political";"France"
"12351705";"INC";"";"Societal";"France"
"12351762";"Mme Joëlle Mélin";"Rassemblement National";"Political";"France"
"12351862";"Martin Lévrier";"Rassemblement des démocrates, progressistes et indépendants";"Political";"France"
"12351268";"Laurent Burgoa";"Les Républicains";"Political";"France"
"12351440";"M. Dominique Da Silva";"Renaissance";"Political";"France"
"12351909";"Marie-Laure Phinera-Horth";"Rassemblement des démocrates, progressistes et indépendants";"Political";"France"
"12351645";"Mouvement des gilets jaunes";"";"Societal";"France"
"12352078";"Francesca Pasquini";"Écologiste-Nupes";"Political";"France"
"12352127";"Pierre Médevielle";"Les Indépendants - République et Territoires";"Political";"France"
"12351556";"François-Noël Buffet";"Les Républicains";"Political";"France"
"12352263";"Sonia De La ProvÔtÉ";"Union Centriste";"Political";"France"
"12351638";"M. Luc Geismar";"Démocrate (Modem et Indépendants)";"Political";"France"
"12351340";"M. Christopher Weissberg";"Renaissance";"Political";"France"
"12352238";"Claude Kern";"Union Centriste";"Political";"France"
"12351866";"Mme Liliana Tanguy";"Renaissance";"Political";"France"
"12351557";"Fédération Nationale de l'Hôtellerie de Plein Air";"";"Societal";"France"
"12351721";"Jean Bacci";"Les Républicains";"Political";"France"
"12351112";"Association pour le Développement des Initiatives Citoyennes et Européennes";"";"Societal";"France"
"12351727";"Jean Hingray";"Union Centriste";"Political";"France"
"12352049";"Pascal Martin";"Union Centriste";"Political";"France"
"12351568";"Fondation du Patrimoine";"";"Societal";"France"
"12351466";"Émilienne Poumirol";"Socialiste, Écologiste et Républicain";"Political";"France"
"12351644";"Ghislaine Senée";"Solidarité et Territoires";"Political";"France"
"12351921";"Martine Berthet";"Les Républicains";"Political";"France"
"12351730";"M. Jean-Luc Fugit";"Renaissance";"Political";"France"
"12352167";"Rémi Cardon";"Socialiste, Écologiste et Républicain";"Political";"France"
"12351602";"Conférence des Présidents d'Université (CPU)";"";"Societal";"France"
"12351163";"Mme Anne Stambach-Terrenoir";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12352195";" Romain Baubry";"Rassemblement National";"Political";"France"
"12352164";"Regards de Femmes";"";"Societal";"France"
"12351276";"Ça M'intéresse";"";"Media";"France"
"12351503";"Daniel Fargeot";"Union Centriste";"Political";"France"
"12351295";"Catherine Morin-Desailly";"Union Centriste";"Political";"France"
"12351122";"Alain Duffourg";"Union Centriste";"Political";"France"
"12352345";"Terre des hommes";"";"Societal";"France"
"12351123";"Alain Grandjean";"";"Societal";"France"
"12349123";"Reservistenverband";"";"Societal";"Germany"
"12348725";"Süddeutsche Zeitung";"";"Media";"Germany"
"12349141";"Rosa-Luxemburg-Stiftung";"";"Societal";"Germany"
"12349317";"Umweltinstitut München";"";"Societal";"Germany"
"12348791";"Junge Freiheit";"";"Media";"Germany"
"12348615";"Focus Online Panorama";"";"Media";"Germany"
"12349387";"ZEIT Online";"";"Media";"Germany"
"12348790";"Junge Welt";"";"Media";"Germany"
"12349146";"RTL Television";"";"Media";"Germany"
"12349021";"ProSieben Newstime";"";"Media";"Germany"
"12348453";"Der Spiegel";"";"Media";"Germany"
"12349248";"Der Tagesspiegel";"";"Media";"Germany"
"12349041";"N-TV.de";"";"Media";"Germany"
"12348330";"Bild Politik";"";"Media";"Germany"
"12349365";"Wirtschaftswoche";"";"Media";"Germany"
"12348565";"Emma";"";"Media";"Germany"
"12348451";"Der Freitag";"";"Media";"Germany"
"12349005";"Monopol";"";"Media";"Germany"
"12349301";"t-online.de Nachrichten";"";"Media";"Germany"
"12349144";"RP Online";"";"Media";"Germany"
"12349252";"taz.de (Die Tageszeitung)";"";"Media";"Germany"
"12348625";"Frankfurter Rundschau";"";"Media";"Germany"
"12349210";"René Springer";"AfD";"Political";"Germany"
"12349101";"Pulse of Europe";"";"Societal";"Germany"
"12348612";"Focus Online Finanzen";"";"Media";"Germany"
"12348616";"Focus Online Politik";"";"Media";"Germany"
"12348518";"Deutschlandfunk Kultur";"";"Media";"Germany"
"12349383";"ZDFinfo";"";"Media";"Germany"
"12348509";"Die Zeit";"";"Media";"Germany"
"12349268";"The Local Germany";"";"Media";"Germany"
"12348932";"Martina Renner";"DIELINKE";"Political";"Germany"
"12348667";"Greenpeace Deutschland";"";"Societal";"Germany"
"12348699";"Matthias Helferich";"";"Political";"Germany"
"12349044";"ÖDP";"";"Political";"Germany"
"12349055";"Oliver Luksic";"FDP";"Political";"Germany"
"12348617";"Focus Online Wissen";"";"Media";"Germany"
"12348230";"Amadeu Antonio Stiftung";"";"Societal";"Germany"
"12348190";"Abgeordnetenwatch";"";"Societal";"Germany"
"12348468";"Deutscher BundeswehrVerband (DBwV)";"";"Societal";"Germany"
"12348698";"Heise Online";"";"Media";"Germany"
"12348501";"Die Tagespost";"";"Media";"Germany"
"12348812";"Katholische Kirche in Deutschland";"";"Societal";"Germany"
"12349227";"Stern";"";"Media";"Germany"
"12349145";"RTL Aktuell";"";"Media";"Germany"
"12349017";"Neues Deutschland";"";"Media";"Germany"
"12349356";"Weltspiegel";"";"Media";"Germany"
"12348271";"Apotheke Adhoc";"";"Media";"Germany"
"12348373";"Business Insider Deutschland";"";"Media";"Germany"
"12349037";"Norbert Kleinwächter";"AfD";"Political";"Germany"
"12349208";"Spiegel International";"";"Media";"Germany"
"12348420";"Cicero";"";"Media";"Germany"
"12348352";"Markus BUCHHEIT";"Alternative für Deutschland";"Political";"Germany"
"12349093";"Pro Asyl";"";"Societal";"Germany"
"12348232";"Amnesty International Tyskland";"";"Societal";"Germany"
"12348405";"Chrismon";"";"Media";"Germany"
"12348613";"Focus Online Gesundheit";"";"Media";"Germany"
"12349004";"Monitor";"";"Media";"Germany"
"12349087";"Phoenix";"";"Media";"Germany"
"12348602";"Hit Radio FFH";"";"Media";"Germany"
"12348236";"Andrea Lindholz";"CSU";"Political";"Germany"
"12349056";"ONE";"";"Media";"Germany"
"12348696";"Heimat";"";"Political";"Germany"
"12348762";"Joachim KUHS";"Alternative für Deutschland";"Political";"Germany"
"12348569";"Enrico Komning";"AfD";"Political";"Germany"
"12349216";"Stefan BERGER";"Christlich Demokratische Union Deutschlands";"Political";"Germany"
"12348372";"Bunte";"";"Media";"Germany"
"12348682";"Handelsblatt Online";"";"Media";"Germany"
"12348656";"SGP Sozialistische Gleichheitspartei";"";"Political";"Germany"
"12349102";"Reinhard BÜTIKOFER";"Bündnis 90/Die Grünen";"Political";"Germany"
"12348754";"Jens Beeck";"FDP";"Political";"Germany"
"12349078";"Peter Boehringer";"AfD";"Political";"Germany"
"12349357";"Annette Widmann-Mauz";"CDU";"Political";"Germany"
"12349075";"Peter Aumer";"CSU";"Political";"Germany"
"12348563";"Elisabeth Winkelmeier-Becker";"CDU";"Political";"Germany"
"12348906";"Holger Mann";"SPD";"Political";"Germany"
"12348723";"IG BCE – Industriegewerkschaft Bergbau, Chemie, Energie";"";"Societal";"Germany"
"12348459";"Deutsche Aidshilfe";"";"Societal";"Germany"
"12348775";"Josef Oster";"CDU";"Political";"Germany"
"12348780";"Junge Union Bayern";"CSU";"Political";"Germany"
"12349039";"Dr. Norbert Röttgen";"CDU";"Political";"Germany"
"12348784";"Jürgen Pohl";"AfD";"Political";"Germany"
"12349207";"Spiegel TV";"";"Media";"Germany"
"12349203";"Dr. Dirk Spaniel";"AfD";"Political";"Germany"
"12348277";"ARTE";"";"Media";"Germany"
"12349367";"Uwe Witt";"";"Political";"Germany"
"12348603";"Fritz Güntzler";"CDU";"Political";"Germany"
"12349057";"Dr. Ophelia Nick";"GRÜNE";"Political";"Germany"
"12348480";"Deutschlandfunk";"";"Media";"Germany"
"12349182";"Seebrücke";"";"Societal";"Germany"
"12348500";"Bundesverband Deutsche Tafel";"";"Societal";"Germany"
"12348265";"Anne König";"CDU";"Political";"Germany"
"12348386";"Caritas International";"";"Societal";"Germany"
"12348534";"Dr. Rainer Kraft";"AfD";"Political";"Germany"
"12348718";"Nicole Höchst";"AfD";"Political";"Germany"
"12349381";"Frontal 21";"";"Media";"Germany"
"12348649";"Gerold Otten";"AfD";"Political";"Germany"
"12349122";"Reporter ohne Grenzen";"";"Societal";"Germany"
"12349377";"Zaklin Nastic";"DIELINKE";"Political";"Germany"
"12349380";"ZDF";"";"Media";"Germany"
"12349015";"NABU";"";"Societal";"Germany"
"12348720";"Hubert Hüppe";"CDU";"Political";"Germany"
"12348349";"Brot für die Welt";"";"Societal";"Germany"
"12349393";"Emmi Zeulner";"CSU";"Political";"Germany"
"12349128";"Manuela RIPA";"Ökologisch-Demokratische Partei";"Political";"Germany"
"12349347";"Wolfgang Wiehle";"AfD";"Political";"Germany"
"12348910";"Marc Bernhard";"AfD";"Political";"Germany"
"12349149";"Rüdiger Lucassen";"AfD";"Political";"Germany"
"12348313";"Bernd Schattner";"AfD";"Political";"Germany"
"12348677";"Guido REIL";"Alternative für Deutschland";"Political";"Germany"
"12348904";"Manfred WEBER";"Christlich-Soziale Union in Bayern e.V.";"Political";"Germany"
"12348878";"Christian Leye";"DIELINKE";"Political";"Germany"
"12349191";"Simone Borchardt";"CDU";"Political";"Germany"
"12348208";"Aktion Deutschland Hilft";"";"Societal";"Germany"
"12348633";"FREIE WÄHLER";"";"Political";"Germany"
"12348219";"Alexander Ulrich";"DIELINKE";"Political";"Germany"
"12349281";"Thomas Silberhorn";"CSU";"Political";"Germany"
"12348384";"Carina Konrad";"FDP";"Political";"Germany"
"12348604";"Sebastian Fiedler";"SPD";"Political";"Germany"
"12349016";"Edgar Naujok";"AfD";"Political";"Germany"
"12348408";"Christian Görke";"DIELINKE";"Political";"Germany"
"12348766";"Jörg Schneider";"AfD";"Political";"Germany"
"12348292";"Axel VOSS";"Christlich Demokratische Union Deutschlands";"Political";"Germany"
"12348535";"Dr. Rainer Rothfuß";"AfD";"Political";"Germany"
"12348567";"Engin EROGLU";"Freie Wähler";"Political";"Germany"
"12348390";"Carolin Bachmann";"AfD";"Political";"Germany"
"12348827";"Kay-Uwe Ziegler";"AfD";"Political";"Germany"
"12348627";"Frank Rinck";"AfD";"Political";"Germany"
"12348737";"Junge Alternative für Deutschland";"AfD";"Political";"Germany"
"12348417";"Christoph de Vries";"CDU";"Political";"Germany"
"12348650";"Gerrit Huy";"AfD";"Political";"Germany"
"12349142";"Deutsche Rote Kreuz";"";"Societal";"Germany"
"12348418";"Dr. Christoph Ploß";"CDU";"Political";"Germany"
"12348409";"Christian Hirte";"CDU";"Political";"Germany"
"12348318";"Bernhard ZIMNIOK";"Alternative für Deutschland";"Political";"Germany"
"12348342";"Bundeszentrale für politische Bildung (bpb)";"";"Societal";"Germany"
"12349068";"Pascal Meiser";"DIELINKE";"Political";"Germany"
"12349048";"Özlem DEMIREL";"DIE LINKE.";"Political";"Germany"
"12348805";"Karsten Hilse";"AfD";"Political";"Germany"
"12349196";"Stefan Müller (Erlangen)";"CSU";"Political";"Germany"
"12349054";"Dr. Oliver Vogt";"CDU";"Political";"Germany"
"12349025";"Nicole Gohlke";"DIELINKE";"Political";"Germany"
"12348985";"Monika HOHLMEIER";"Christlich-Soziale Union in Bayern e.V.";"Political";"Germany"
"12349188";"Martin Sichert";"AfD";"Political";"Germany"
"12348664";"Dr. Götz Frömming";"AfD";"Political";"Germany"
"12349179";"Sebastian Münzenmaier";"AfD";"Political";"Germany"
"12349321";"Uwe Schulz";"AfD";"Political";"Germany"
"12349187";"ServusTV Deutschland";"";"Media";"Germany"
"12349286";"Martin BUSCHMANN";"Independent";"Political";"Germany"
"12348412";"Dr. Christian Wirth";"AfD";"Political";"Germany"
"12348900";"Malteser Hilfsdienst";"";"Societal";"Germany"
"12349340";"Volksbund Deutsche Kriegsgräberfürsorge";"";"Societal";"Germany"
"12348741";"Jan Wenzel Schmidt";"AfD";"Political";"Germany"
"12348714";"Hildegard BENTELE";"Christlich Demokratische Union Deutschlands";"Political";"Germany"
"12349232";"Stiftung Warentest";"";"Societal";"Germany"
"12348971";"Sören Pellmann";"DIELINKE";"Political";"Germany"
"12348869";"Ulrich Lechte";"FDP";"Political";"Germany"
"12349246";"Süddeutsche Zeitung Magazin";"";"Media";"Germany"
"12348586";"Fabian Gramling";"CDU";"Political";"Germany"
"12348991";"Michael Müller";"SPD";"Political";"Germany"
"12349334";"Viola VON CRAMON-TAUBADEL";"Bündnis 90/Die Grünen";"Political";"Germany"
"12349354";"Deutsche Welthungerhilfe";"";"Societal";"Germany"
"12348999";"Dr. Matthias Miersch";"SPD";"Political";"Germany"
"12348333";"Björn Simon";"CDU";"Political";"Germany"
"12349001";"Misereor";"";"Societal";"Germany"
"12348513";"Dirk-Ulrich Mende";"SPD";"Political";"Germany"
"12348993";"Michael Theurer";"FDP";"Political";"Germany"
"12348334";"Blätter für deutsche und internationale Politik";"";"Media";"Germany"
"12348930";"Dr. Martin Rosemann";"SPD";"Political";"Germany"
"12348705";"Help - Hilfe zur Selbsthilfe";"";"Societal";"Germany"
"12349291";"Till Mansmann";"FDP";"Political";"Germany"
"12348914";"Dr. Marcus Faber";"FDP";"Political";"Germany"
"12348331";"Birgit SIPPEL";"Sozialdemokratische Partei Deutschlands";"Political";"Germany"
"12348850";"Dr. Konstantin von Notz";"GRÜNE";"Political";"Germany"
"12348515";"Bijan Djir-Sarai";"FDP";"Political";"Germany"
"12349241";"Svenja Stadler";"SPD";"Political";"Germany"
"12349325";"Sozialverband VdK Deutschland";"";"Societal";"Germany"
"12348345";"Jürgen Braun";"AfD";"Political";"Germany"
"12349090";"Plan International Deutschland";"";"Societal";"Germany"
"12348221";"Alexander Müller";"FDP";"Political";"Germany"
"12348786";"Jürgen Hardt";"CDU";"Political";"Germany"
"12349189";"Siemtje Möller";"SPD";"Political";"Germany"
"12349274";"Thomas Erndl";"CSU";"Political";"Germany"
"12349234";"Frank Müller-Rosentritt";"FDP";"Political";"Germany"
"12348591";"Frankfurter Allgemeine Zeitung";"";"Media";"Germany"
"12348189";"Abendschau";"";"Media";"Germany"
"12348337";"Heinrich-Böll-Stiftung";"";"Societal";"Germany"
"12348646";"Geo";"";"Media";"Germany"
"12349390";"Zentralrat der Juden in Deutschland";"";"Societal";"Germany"
"12349314";"Ulrike Schielke-Ziesing";"AfD";"Political";"Germany"
"12348721";"Christian Haase";"CDU";"Political";"Germany"
"12348498";"Johanniter-Unfall-Hilfe";"";"Societal";"Germany"
"12348444";"Ekin Deligöz";"GRÜNE";"Political";"Germany"
"12348201";"Ärzte Zeitung Online";"";"Media";"Germany"
"12349221";"Steffen Janich";"AfD";"Political";"Germany"
"12349013";"Nadja Sthamer";"SPD";"Political";"Germany"
"12348524";"Michael Donth";"CDU";"Political";"Germany"
"12348868";"Laura Kraft";"GRÜNE";"Political";"Germany"
"12348905";"Manfred Grund";"CDU";"Political";"Germany"
"12349086";"Philipp Hartewig";"FDP";"Political";"Germany"
"12348856";"Gunther Krichbaum";"CDU";"Political";"Germany"
"12348410";"Christian Schreider";"SPD";"Political";"Germany"
"12348821";"Katrin Staffler";"CSU";"Political";"Germany"
"12349349";"Hannes Walter";"SPD";"Political";"Germany"
"12349023";"Niclas HERBST";"Christlich Demokratische Union Deutschlands";"Political";"Germany"
"12349036";"Maria NOICHL";"Sozialdemokratische Partei Deutschlands";"Political";"Germany"
"12348493";"Diakonie Katastrophenhilfe";"";"Societal";"Germany"
"12349153";"Sabine Grützmacher";"GRÜNE";"Political";"Germany"
"12348198";"ADRA Deutschland";"";"Societal";"Germany"
"12348849";"Konrad Stockmeier";"FDP";"Political";"Germany"
"12348712";"Hermann Färber";"CDU";"Political";"Germany"
"12349358";"Dr. Wiebke Esdar";"SPD";"Political";"Germany"
"12348590";"Familien-Partei Deutschlands";"";"Political";"Germany"
"12348659";"German Marshall Fund of the United States (GMF)";"";"Societal";"Germany"
"12348675";"Gesellschaft für Sicherheitspolitik (GSP)";"";"Societal";"Germany"
"12349284";"Robin Hood Tierheimservice";"";"Societal";"Germany"
"12348278";"Arte Magazin";"";"Media";"Germany"
"12348357";"BüSo Bürgerrechtsbewegung Solidarität";"";"Political";"Germany"
"12348195";"Action Medeor";"";"Societal";"Germany"
"12349202";"Sozialverband Deutschland (SoVD)";"";"Societal";"Germany"
"12348530";"Dr. Daniela De Ridder";"SPD";"Political";"Germany"
"12348865";"Lars Rohwer";"CDU";"Political";"Germany"
"12349007";"Moritz Oppelt";"CDU";"Political";"Germany"
"12348329";"Bild Video";"";"Media";"Germany"
"12348245";"Andreas Rimkus";"SPD";"Political";"Germany"
"12348823";"Katrin Zschau";"SPD";"Political";"Germany"
"12348317";"Bernhard Loos";"CSU";"Political";"Germany"
"12348928";"Martin HÄUSLING";"Bündnis 90/Die Grünen";"Political";"Germany"
"12349266";"TextilWirtschaft";"";"Media";"Germany"
"12348972";"Ulrike MÜLLER";"Freie Wähler";"Political";"Germany"
"12348595";"Thomas Hacker";"FDP";"Political";"Germany"
"12348300";"Bundesakademie für Sicherheitspolitik (BAKS)";"";"Societal";"Germany"
"12348254";"Anja Karliczek";"CDU";"Political";"Germany"
"12348273";"Ariane Fäscher";"SPD";"Political";"Germany"
"12349352";"Maria-Lena Weiss";"CDU";"Political";"Germany"
"12348568";"Martina Englhardt-Kopf";"CSU";"Political";"Germany"
"12348205";"Agnieszka Brugger";"GRÜNE";"Political";"Germany"
"12349171";"Marlene Schönberger";"GRÜNE";"Political";"Germany"
"12348209";"Aktion gegen den Hunger";"";"Societal";"Germany"
"12348433";"Daniel Föst";"FDP";"Political";"Germany"
"12348674";"Erhard Grundl";"GRÜNE";"Political";"Germany"
"12348505";"Dietmar KÖSTER";"Sozialdemokratische Partei Deutschlands";"Political";"Germany"
"12348237";"Andreas Larem";"SPD";"Political";"Germany"
"12348251";"Animals' Angels";"";"Societal";"Germany"
"12348837";"Kindernothilfe";"";"Societal";"Germany"
"12348220";"Alexandra GEESE";"Bündnis 90/Die Grünen";"Political";"Germany"
"12348560";"Spiegel Geschichte";"";"Media";"Germany"
"12349275";"Thomas Rachel";"CDU";"Political";"Germany"
"12348206";"Ansgar Heveling";"CDU";"Political";"Germany"
"12348967";"Ulrich Lange";"CSU";"Political";"Germany"
"12348406";"Christian Petry";"SPD";"Political";"Germany"
"12349262";"Terre des Femmes";"";"Societal";"Germany"
"12349220";"Steffen Bilger";"CDU";"Political";"Germany"
"12349378";"Dr. Zanda Martens";"SPD";"Political";"Germany"
"12348478";"Deutscher Tennis Bund";"";"Societal";"Germany"
"12348989";"Michael GAHLER";"Christlich Demokratische Union Deutschlands";"Political";"Germany"
"12349341";"Volt Deutschland";"";"Political";"Germany"
"12348259";"Anke Hennig";"SPD";"Political";"Germany"
"12349132";"Robin Wood";"";"Societal";"Germany"
"12348686";"Hanns-Seidel-Stiftung";"";"Societal";"Germany"
"12349099";"Peggy Schierenbeck";"SPD";"Political";"Germany"
"12348857";"Dr. Kristian Klinck";"SPD";"Political";"Germany"
"12349069";"Patrick Schnieder";"CDU";"Political";"Germany"
"12349254";"Terre des Hommes Deutschland";"";"Societal";"Germany"
"12349250";"Dr. Tanja Machalet";"SPD";"Political";"Germany"
"12348657";"Angelika Glöckner";"SPD";"Political";"Germany"
"12348482";"Deutscher Frauenrat";"";"Societal";"Germany"
"12349047";"Mahmut Özdemir (Duisburg)";"SPD";"Political";"Germany"
"12349359";"Rainer WIELAND";"Christlich Demokratische Union Deutschlands";"Political";"Germany"
"12348414";"Christine SCHNEIDER";"Christlich Demokratische Union Deutschlands";"Political";"Germany"
"12348829";"Karolin BRAUNSBERGER-REINHOLD";"Christlich Demokratische Union Deutschlands";"Political";"Germany"
"12349392";"Zentralrat Deutscher Sinti und Roma";"";"Societal";"Germany"
"12348184";"Katrin LANGENSIEPEN";"Bündnis 90/Die Grünen";"Political";"Germany"
"12348462";"Deutsche Handwerks Zeitung";"";"Media";"Germany"
"12349209";"Stiftung Preußischer Kulturbesitz";"";"Societal";"Germany"
"12348492";"Diakonie Deutschland";"";"Societal";"Germany"
"12348676";"Gülistan Yüksel";"SPD";"Political";"Germany"
"12349226";"Stephan Thomae";"FDP";"Political";"Germany"
"12348842";"Dr. Klaus Wiener";"CDU";"Political";"Germany"
"12348358";"Bundesfachverband unbegleitete minderjährige Flüchtlinge";"";"Societal";"Germany"
"12348942";"Mathias Papendieck";"SPD";"Political";"Germany"
"12348807";"Karsten LUCKE";"Sozialdemokratische Partei Deutschlands";"Political";"Germany"
"12348382";"CARE Deutschland-Luxemburg";"";"Societal";"Germany"
"12348416";"Christoph Schmid";"SPD";"Political";"Germany"
"12348445";"Gesellschaft zur Rettung der Delphine e.V.";"";"Societal";"Germany"
"12349348";"Robin Wagener";"GRÜNE";"Political";"Germany"
"12349337";"Volker Mayer-Lay";"CDU";"Political";"Germany"
"12348797";"Kai Gehring";"GRÜNE";"Political";"Germany"
"12348446";"DiB Demokratie in Bewegung";"";"Political";"Germany"
"12348275";"Prof. Dr. Armin Grau";"GRÜNE";"Political";"Germany"
"12348356";"Bündnis C – Christen für Deutschland";"";"Political";"Germany"
"12349134";"Roderich Kiesewetter";"CDU";"Political";"Germany"
"12349040";"Omid Nouripour";"GRÜNE";"Political";"Germany"
"12348324";"Bettina Müller";"SPD";"Political";"Germany"
"12349194";"Ska KELLER";"Bündnis 90/Die Grünen";"Political";"Germany"
"12349233";"Diana Stöcker";"CDU";"Political";"Germany"
"12348200";"Ärzte ohne Grenzen";"";"Societal";"Germany"
"12348288";"Arbeiterwohlfahrt";"";"Societal";"Germany"
"12348992";"Michael Roth (Heringen)";"SPD";"Political";"Germany"
"12348636";"Friedrich-Naumann-Stiftung für die Freiheit";"";"Societal";"Germany"
"12349342";"Vorwärts";"";"Media";"Germany"
"12348870";"Legal Tribune Online";"";"Media";"Germany"
"12349351";"Weißer Ring";"";"Societal";"Germany"
"12348269";"Antidiskriminierungsstelle des Bundes";"";"Societal";"Germany"
"12349400";"Alois Rainer";"CSU";"Political";"Germany"
"12348903";"Manfred Todtenhausen";"FDP";"Political";"Germany"
"12349201";"SOS-Kinderdorf Deutschland";"";"Societal";"Germany"
"12348314";"Bernd Rützel";"SPD";"Political";"Germany"
"12348207";"Aiman Mazyek";"";"Societal";"Germany"
"12348320";"Bernd Westphal";"SPD";"Political";"Germany"
"12349283";"Dr. Thorsten Rudolph";"SPD";"Political";"Germany"
"12348214";"Alexander Throm";"CDU";"Political";"Germany"
"12349176";"Rita Schwarzelühr-Sutter";"SPD";"Political";"Germany"
"12349080";"Peter Beyer";"CDU";"Political";"Germany"
"12348514";"Dirk Wiese";"SPD";"Political";"Germany"
"12348774";"Dr. Jonas Geissler";"CSU";"Political";"Germany"
"12348697";"Gabriela Heinrich";"SPD";"Political";"Germany"
"12348988";"Michael Frieser";"CSU";"Political";"Germany"
"12348953";"Marc Biadacz";"CDU";"Political";"Germany"
"12349172";"Felix Schreiner";"CDU";"Political";"Germany"
"12349373";"Yannick Bury";"CDU";"Political";"Germany"
"12348841";"Klaus-Peter Willsch";"CDU";"Political";"Germany"
"12348886";"Patricia Lips";"CDU";"Political";"Germany"
"12348975";"Mechthilde Wittmann";"CSU";"Political";"Germany"
"12348517";"DKP Deutsche Kommunistische Partei";"";"Political";"Germany"
"12349164";"SAT.1";"";"Media";"Germany"
"12348745";"Dr. Jan-Marco Luczak";"CDU";"Political";"Germany"
"12348261";"Dr. Anna Christmann";"GRÜNE";"Political";"Germany"
"12349139";"Romeo FRANZ";"Bündnis 90/Die Grünen";"Political";"Germany"
"12348871";"Leibniz-Gemeinschaft";"";"Societal";"Germany"
"12349391";"Zentralrat der Muslime in Deutschland";"";"Societal";"Germany"
"12348396";"Christlich Demokratische Arbeitnehmerschaft";"";"Societal";"Germany"
"12348915";"Mareike Lotte Wulf";"CDU";"Political";"Germany"
"12348598";"Felix Döring";"SPD";"Political";"Germany"
"12348976";"Mechthild Heil";"CDU";"Political";"Germany"
"12348889";"Lesben- und Schwulenverband in Deutschland";"";"Societal";"Germany"
"12348436";"Daniel Schneider";"SPD";"Political";"Germany"
"12348411";"Christian Freiherr von Stetten";"CDU";"Political";"Germany"
"12348274";"Johannes Arlt";"SPD";"Political";"Germany"
"12349028";"Niels Annen";"SPD";"Political";"Germany"
"12349361";"Wilfried Oellers";"CDU";"Political";"Germany"
"12348955";"Boris Mijatović";"GRÜNE";"Political";"Germany"
"12349320";"Uwe Feiler";"CDU";"Political";"Germany"
"12348344";"Brand Eins";"";"Media";"Germany"
"12349070";"Patrick Sensburg";"";"Societal";"Germany"
"12348974";"Martin Diedenhofen";"SPD";"Political";"Germany"
"12349060";"Oxfam Deutschland";"";"Societal";"Germany"
"12348571";"Erich Irlstorfer";"CSU";"Political";"Germany"
"12349127";"Bernd Riexinger";"DIELINKE";"Political";"Germany"
"12348981";"Michael Brand (Fulda)";"CDU";"Political";"Germany"
"12349245";"Sylvia Lehmann";"SPD";"Political";"Germany"
"12349376";"Yvonne Magwas";"CDU";"Political";"Germany"
"12348238";"Dr. Andreas Lenz";"CSU";"Political";"Germany"
"12348249";"Angelika NIEBLER";"Christlich-Soziale Union in Bayern e.V.";"Political";"Germany"
"12349065";"Parsa Marvi";"SPD";"Political";"Germany"
"12348678";"Dr. Günter Krings";"CDU";"Political";"Germany"
"12348322";"Bettina Stark-Watzinger";"FDP";"Political";"Germany"
"12348760";"Jessica Rosenthal";"SPD";"Political";"Germany"
"12348263";"Anna Kassautzki";"SPD";"Political";"Germany"
"12348734";"Islamic Relief Deutschland";"";"Societal";"Germany"
"12348787";"Dr. Julia Verlinden";"GRÜNE";"Political";"Germany"
"12349308";"Udo BULLMANN";"Sozialdemokratische Partei Deutschlands";"Political";"Germany"
"12348887";"Lisa Paus";"GRÜNE";"Political";"Germany"
"12348859";"Tilman Kuban";"CDU";"Political";"Germany"
"12349371";"Dr. Wolfgang Stefinger";"CSU";"Political";"Germany"
"12349280";"Thomas Röwekamp";"CDU";"Political";"Germany"
"12348954";"Michael Breilmann";"CDU";"Political";"Germany"
